date,tagged_fruit_id,value,year,measurement_type,source_file
2023-08-01,4,13.09,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,4,16.53,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,4,19.79,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,4,22.95,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,4,6.65,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,4,7.58,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,4,8.99,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,4,10.28,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,4,11.65,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,4,17.76,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,4,21.31,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,4,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,4,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,4,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,4,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,4,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,4,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,5,9.43,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,5,14.4,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,5,20.16,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,5,6.73,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,5,8.96,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,5,11.07,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,5,10.25,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,5,11.6,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,5,15.04,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,5,19.35,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,5,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,5,9.53,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,5,12.4,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,5,15.36,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,5,19.59,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,5,25.46,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,5,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,5,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,5,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,6,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,6,12.31,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,6,14.8,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,6,17.6,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,6,23.88,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,6,28.72,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,6,28.24,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,6,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,6,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,6,7.57,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,6,8.39,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,6,9.68,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,6,14.93,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,6,17.67,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,6,19.46,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,6,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,6,6.29,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,6,7.48,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,6,7.51,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,7,9.19,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,7,11.32,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,7,13.33,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,7,16.51,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,7,22.1,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,7,25.86,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,7,25.5,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,7,7.59,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,7,9.82,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,7,12.77,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,7,15.99,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,7,22.7,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,7,26.73,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,7,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,7,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,7,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,7,7.96,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,7,8.39,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,7,9.83,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,8,9.27,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,8,11.66,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,8,13.5,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,8,15.64,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,8,19.88,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,8,26.6,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,8,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,8,6.93,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,8,8.59,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,8,10.97,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,8,12.39,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,8,17.78,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,8,23.7,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,8,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,8,6.36,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,8,8.87,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,8,10.97,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,8,11.79,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,8,14.25,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,9,9.69,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,9,11.7,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,9,12.97,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,9,15.27,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,9,20.31,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,9,26.16,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,9,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,9,5.98,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,9,6.58,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,9,7.83,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,9,8.49,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,9,10.21,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,9,18.52,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,9,20.55,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,9,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,9,6.31,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,9,8.29,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,9,9.57,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,9,10.76,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,10,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,10,10.57,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,10,12.86,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,10,13.41,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,10,14.63,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,10,17.54,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,10,21.94,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,10,26.62,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,10,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,10,6.83,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,10,8.53,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,10,10.55,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,10,13.65,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,10,19.89,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,10,23.81,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,10,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,10,7.07,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,10,7.69,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,10,8.6,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,11,8.05,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,11,11.39,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,11,11.42,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,11,14.5,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,11,18.45,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,11,23.94,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,11,7.29,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,11,7.57,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,11,6.68,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,11,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,11,6.49,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,11,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,11,6.18,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,11,5.84,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,11,5.4,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,11,5.28,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,11,5.54,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,11,6.04,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,11,6.28,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,12,10.96,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,12,13.13,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,12,14.12,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,12,16.83,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,12,23.9,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,12,22.96,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,12,23.36,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,12,6.1,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,12,8.54,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,12,11.13,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,12,12.89,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,12,17.95,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,12,25.38,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,12,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,12,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,12,8.29,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,12,13.23,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,12,13.42,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,12,16.85,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,13,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,13,9.3,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,13,10.92,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,13,10.59,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,13,15.74,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,13,19.94,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,13,23.9,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,13,22.22,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,13,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,13,7.6,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,13,9.61,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,13,12.89,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,13,21.17,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,13,25.92,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,13,28.35,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,13,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,13,6.6,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,13,8.66,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,13,9.26,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,14,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,14,12.78,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,14,13.81,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,14,18.23,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,14,22.34,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,14,28.03,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,14,29.46,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,14,7.62,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,14,7.92,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,14,9.39,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,14,12.16,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,14,18.28,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,14,20.85,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,14,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,14,9.7,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,14,11.28,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,14,14.96,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,14,17.96,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,14,23.55,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,15,9.54,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,15,12.77,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,15,14.19,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,15,20.13,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,15,25.52,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,15,33.37,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,15,34.87,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,15,6.96,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,15,7.96,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,15,7.97,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,15,7.29,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,15,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,15,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,15,5.91,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,15,5.55,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,15,6.94,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,15,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,15,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,15,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,16,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,16,10.56,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,16,14.42,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,16,17.27,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,16,22.87,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,16,29.82,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,16,8.83,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,16,11.13,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,16,12.99,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,16,16.38,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,16,21.28,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,16,27.66,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,16,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,16,8.1,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,16,9.61,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,16,11.69,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,16,16.15,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,16,18.99,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,16,23.22,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,17,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,17,11.17,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,17,12.2,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,17,13.87,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,17,16.57,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,17,22.02,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,17,23.27,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,17,7.76,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,17,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,17,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,17,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,17,6.24,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,17,5.61,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,17,5.43,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,17,4.36,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,17,5.54,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,17,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,17,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,17,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,18,8.64,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,18,12.02,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,18,12.83,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,18,14.43,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,18,18.04,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,18,21.18,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,18,5.57,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,18,8.54,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,18,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,18,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,18,6.1,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,18,6.03,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,18,7.42,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,18,9.46,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,18,11.84,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,18,14.66,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,18,19.59,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,18,24.34,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,18,26.79,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,19,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-29,19,12.46,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-01,19,13.59,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-04,19,13.57,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-07,19,18.45,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-11,19,22.83,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-13,19,24.76,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-17,19,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-21,19,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-24,19,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-27,19,6.26,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-08-31,19,10.97,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-05,19,14.59,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-09,19,21.08,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-13,19,26.82,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-17,19,28.8,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-21,19,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-24,19,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-09-28,19,,2023,tagged_diameter_mm,data_taggedFruit_diameter_2023.csv
2023-07-26,1,,2023,tagged_fresh_matter_g,data_taggedFruit_freshMatter_2023.csv
2023-07-29,1,,2023,tagged_fresh_matter_g,data_taggedFruit_freshMatter_2023.csv
2023-08-01,1,,2023,tagged_fresh_matter_g,data_taggedFruit_freshMatter_2023.csv
2023-08-04,1,,2023,tagged_fresh_matter_g,data_taggedFruit_freshMatter_2023.csv
2023-08-07,1,,2023,tagged_fresh_matter_g,data_taggedFruit_freshMatter_2023.csv
